Date,Open,High,Low,Close,Volume,Adj Close
2023-01-03,122.81999969482422,126.37000274658203,122.27999877929688,124.73999786376953,35528500,124.15485382080078
2023-01-04,127.37999725341797,129.0500030517578,125.8499984741211,127.37000274658203,32397100,126.77252197265625
2023-01-05,126.12999725341797,128.52000427246094,124.54000091552734,126.94000244140625,25447100,126.34454345703125
2023-01-06,128.97000122070312,130.3300018310547,126.04000091552734,130.02000427246094,27584500,129.4100799560547
2023-01-09,131.16000366210938,132.9499969482422,129.27999877929688,129.47000122070312,26649100,128.86265563964844
2023-01-10,127.2699966430664,133.44000244140625,127.1500015258789,132.99000549316406,28684400,132.36614990234375
2023-01-11,130.9600067138672,133.85000610351562,130.33999633789062,132.88999938964844,25423000,132.2666473388672
2023-01-12,133.44000244140625,137.67999267578125,131.75999450683594,136.7100067138672,30757700,136.06869506835938
2023-01-13,134.97000122070312,137.38999938964844,134.83999633789062,136.97999572753906,22423800,136.3374481201172
2023-01-17,136.17999267578125,136.75,134.25,135.36000061035156,21147600,134.72503662109375
2023-01-18,135.80999755859375,137.25,132.8000030517578,133.02000427246094,20215500,132.39602661132812
2023-01-19,132.49000549316406,137.4499969482422,132.13999938964844,136.14999389648438,28625200,135.51133728027344
2023-01-20,135.88999938964844,139.94000244140625,134.61000061035156,139.3699951171875,28688600,138.71621704101562
2023-01-23,139.2899932861328,143.75999450683594,138.66000366210938,143.27000427246094,27470100,142.59793090820312
2023-01-24,141.69000244140625,145.0,141.36000061035156,143.13999938964844,21970200,142.4685516357422
2023-01-25,141.22000122070312,143.1699981689453,140.30999755859375,141.5,26622000,140.83624267578125
2023-01-26,144.39999389648438,147.50999450683594,143.3000030517578,147.3000030517578,25482100,146.6090545654297
2023-01-27,148.24000549316406,153.19000244140625,147.38999938964844,151.74000549316406,35771900,151.0281982421875
2023-01-30,149.41000366210938,151.1199951171875,146.9499969482422,147.05999755859375,28040100,146.37014770507812
2023-01-31,147.9499969482422,149.8800048828125,147.52000427246094,148.97000122070312,29842100,148.2711944580078
2023-02-01,148.02999877929688,153.5800018310547,147.05999755859375,153.1199951171875,55661000,152.4017333984375
2023-02-02,183.3800048828125,197.16000366210938,180.16000366210938,188.77000427246094,150475700,187.88449096679688
2023-02-03,183.47000122070312,196.77000427246094,182.88999938964844,186.52999877929688,76809700,185.65499877929688
2023-02-06,186.52999877929688,190.6999969482422,185.52000427246094,186.05999755859375,42483800,185.1872100830078
2023-02-07,185.5800018310547,193.77999877929688,184.39999389648438,191.6199951171875,47080700,190.72113037109375
2023-02-08,190.0,190.8300018310547,182.9199981689453,183.42999267578125,36139100,182.56954956054688
2023-02-09,186.1300048828125,186.64999389648438,177.27000427246094,177.9199981689453,37118800,177.0854034423828
2023-02-10,176.35000610351562,178.88999938964844,173.35000610351562,174.14999389648438,33433600,173.33306884765625
2023-02-13,178.22000122070312,181.0,175.82000732421875,179.42999267578125,31463200,178.5883026123047
2023-02-14,177.16000366210938,181.50999450683594,175.8800048828125,179.47999572753906,24034600,178.63807678222656
2023-02-15,176.4199981689453,178.19000244140625,175.3300018310547,177.16000366210938,25308900,176.32894897460938
2023-02-16,172.75,175.85000610351562,171.7899932861328,172.44000244140625,25827500,171.63111877441406
